"imdb_id"	"synopsis_source"
"tt1014763"	"wikipedia"
"tt0128801"	"wikipedia"
"tt1925435"	"wikipedia"
"tt0000091"	"wikipedia"
"tt0090500"	"wikipedia"
"tt0143039"	"wikipedia"
"tt0014142"	"wikipedia"
"tt0806027"	"wikipedia"
"tt0481459"	"wikipedia"
"tt0199683"	"wikipedia"
"tt0087359"	"wikipedia"
"tt0297721"	"wikipedia"
"tt1059925"	"wikipedia"
"tt0038455"	"wikipedia"
"tt1827512"	"wikipedia"
"tt1945044"	"wikipedia"
"tt1278469"	"wikipedia"
"tt0058331"	"wikipedia"
"tt0075796"	"wikipedia"
"tt1230165"	"wikipedia"
"tt5022680"	"wikipedia"
"tt0806203"	"wikipedia"
"tt0119272"	"wikipedia"
"tt0130121"	"wikipedia"
"tt1595833"	"wikipedia"
"tt0266391"	"wikipedia"
"tt0112611"	"wikipedia"
"tt0107247"	"wikipedia"
"tt0097714"	"wikipedia"
"tt0085370"	"wikipedia"
"tt0441324"	"wikipedia"
"tt0089500"	"wikipedia"
"tt4159182"	"wikipedia"
"tt0469287"	"wikipedia"
"tt0356302"	"wikipedia"
"tt0051492"	"wikipedia"
"tt0092112"	"wikipedia"
"tt0157016"	"wikipedia"
"tt0100594"	"wikipedia"
"tt0477065"	"wikipedia"
"tt0325733"	"wikipedia"
"tt0390418"	"wikipedia"
"tt0841027"	"wikipedia"
"tt0109045"	"wikipedia"
"tt0109303"	"wikipedia"
"tt2241047"	"wikipedia"
"tt1854513"	"wikipedia"
"tt0063557"	"wikipedia"
"tt0049233"	"wikipedia"
"tt1405500"	"wikipedia"
"tt4392770"	"wikipedia"
"tt0045003"	"wikipedia"
"tt0110706"	"wikipedia"
"tt0282396"	"wikipedia"
"tt0043448"	"wikipedia"
"tt0103976"	"wikipedia"
"tt0042176"	"wikipedia"
"tt0100637"	"wikipedia"
"tt0108909"	"wikipedia"
"tt0050732"	"wikipedia"
"tt0089243"	"wikipedia"
"tt1161646"	"wikipedia"
"tt0040507"	"wikipedia"
"tt0096289"	"wikipedia"
"tt0070842"	"wikipedia"
"tt0280671"	"wikipedia"
"tt0024368"	"wikipedia"
"tt0037243"	"wikipedia"
"tt0377084"	"wikipedia"
"tt3704538"	"wikipedia"
"tt1078931"	"wikipedia"
"tt1276419"	"wikipedia"
"tt0025907"	"wikipedia"
"tt1015475"	"wikipedia"
"tt0065832"	"wikipedia"
"tt1202222"	"wikipedia"
"tt0084099"	"wikipedia"
"tt0274166"	"wikipedia"
"tt0053341"	"wikipedia"
"tt1181614"	"wikipedia"
"tt0826776"	"wikipedia"
"tt0028345"	"wikipedia"
"tt0029345"	"wikipedia"
"tt1975159"	"wikipedia"
"tt0384222"	"wikipedia"
"tt1273658"	"wikipedia"
"tt0089312"	"wikipedia"
"tt0085033"	"wikipedia"
"tt0116401"	"wikipedia"
"tt0118460"	"wikipedia"
"tt4191054"	"wikipedia"
"tt0248667"	"wikipedia"
"tt0037303"	"wikipedia"
"tt0098967"	"wikipedia"
"tt0096073"	"wikipedia"
"tt5033000"	"wikipedia"
"tt0326672"	"wikipedia"
"tt0060661"	"wikipedia"
"tt0267563"	"wikipedia"
"tt2275656"	"wikipedia"
"tt0063811"	"wikipedia"
"tt2375692"	"wikipedia"
"tt0293815"	"wikipedia"
"tt2486678"	"wikipedia"
"tt0317042"	"wikipedia"
"tt0371060"	"wikipedia"
"tt3703908"	"wikipedia"
"tt0054416"	"wikipedia"
"tt0034370"	"wikipedia"
"tt0417299"	"wikipedia"
"tt0041699"	"wikipedia"
"tt0362808"	"wikipedia"
"tt0302640"	"wikipedia"
"tt0043086"	"wikipedia"
"tt0058414"	"wikipedia"
"tt0762114"	"wikipedia"
"tt0028313"	"wikipedia"
"tt1017442"	"wikipedia"
"tt1998407"	"wikipedia"
"tt0450982"	"wikipedia"
"tt0089922"	"wikipedia"
"tt0060944"	"wikipedia"
"tt0056243"	"wikipedia"
"tt0023285"	"wikipedia"
"tt4698684"	"wikipedia"
"tt0096543"	"wikipedia"
"tt0120867"	"wikipedia"
"tt3343136"	"wikipedia"
"tt0918627"	"wikipedia"
"tt0040543"	"wikipedia"
"tt0168462"	"wikipedia"
"tt0164961"	"wikipedia"
"tt0304722"	"wikipedia"
"tt0281919"	"wikipedia"
"tt0357718"	"wikipedia"
"tt0049652"	"wikipedia"
"tt0060714"	"wikipedia"
"tt1716753"	"wikipedia"
"tt0027439"	"wikipedia"
"tt0026854"	"wikipedia"
"tt0048613"	"wikipedia"
"tt0055913"	"wikipedia"
"tt0035567"	"wikipedia"
"tt0035078"	"wikipedia"
"tt1954470"	"wikipedia"
"tt0051297"	"wikipedia"
"tt0480002"	"wikipedia"
"tt0035713"	"wikipedia"
"tt0191915"	"wikipedia"
"tt0106233"	"wikipedia"
"tt0103564"	"wikipedia"
"tt0878695"	"wikipedia"
"tt0008119"	"wikipedia"
"tt2071475"	"wikipedia"
"tt0039320"	"wikipedia"
"tt2095568"	"wikipedia"
"tt0255819"	"wikipedia"
"tt1270850"	"wikipedia"
"tt0187819"	"wikipedia"
"tt4836846"	"wikipedia"
"tt0051009"	"wikipedia"
"tt0070833"	"wikipedia"
"tt0098219"	"wikipedia"
"tt0051136"	"wikipedia"
"tt0114057"	"wikipedia"
"tt0045680"	"wikipedia"
"tt0180037"	"wikipedia"
"tt0160127"	"wikipedia"
"tt0291833"	"wikipedia"
"tt0056556"	"wikipedia"
"tt1543024"	"wikipedia"
"tt0024679"	"wikipedia"
"tt0405061"	"wikipedia"
"tt0058534"	"wikipedia"
"tt0250469"	"wikipedia"
"tt0093980"	"wikipedia"
"tt2312262"	"wikipedia"
"tt0081595"	"wikipedia"
"tt0070935"	"wikipedia"
"tt0098188"	"wikipedia"
"tt2866360"	"wikipedia"
"tt0942896"	"wikipedia"
"tt0045653"	"wikipedia"
"tt0088485"	"wikipedia"
"tt0117918"	"wikipedia"
"tt1621446"	"wikipedia"
"tt1468829"	"wikipedia"
"tt0042619"	"wikipedia"
"tt0054230"	"wikipedia"
"tt0092105"	"wikipedia"
"tt0043040"	"wikipedia"
"tt1242530"	"wikipedia"
"tt0083530"	"wikipedia"
"tt0384819"	"wikipedia"
"tt0036926"	"wikipedia"
"tt1327935"	"wikipedia"
"tt2146960"	"wikipedia"
"tt0297162"	"wikipedia"
"tt1322987"	"wikipedia"
"tt0377981"	"wikipedia"
"tt0051658"	"wikipedia"
"tt0046451"	"wikipedia"
"tt0051874"	"wikipedia"
"tt0353324"	"wikipedia"
"tt1555747"	"wikipedia"
"tt0044851"	"wikipedia"
"tt0043554"	"wikipedia"
"tt0084591"	"wikipedia"
"tt1774580"	"wikipedia"
"tt0326862"	"wikipedia"
"tt0145600"	"wikipedia"
"tt0038007"	"wikipedia"
"tt0114885"	"wikipedia"
"tt0026742"	"wikipedia"
"tt0423195"	"wikipedia"
"tt0038477"	"wikipedia"
"tt0092637"	"wikipedia"
"tt0046387"	"wikipedia"
"tt0050549"	"wikipedia"
"tt0039093"	"wikipedia"
"tt0092240"	"wikipedia"
"tt0038959"	"wikipedia"
"tt0114148"	"wikipedia"
"tt1830786"	"wikipedia"
"tt0103435"	"wikipedia"
"tt0037595"	"wikipedia"
"tt0023382"	"wikipedia"
"tt0487037"	"wikipedia"
"tt0995863"	"wikipedia"
"tt0057298"	"wikipedia"
"tt0037136"	"wikipedia"
"tt0024852"	"wikipedia"
"tt0104782"	"wikipedia"
"tt0035738"	"wikipedia"
"tt0029310"	"wikipedia"
"tt0047001"	"wikipedia"
"tt1686782"	"wikipedia"
"tt0443496"	"wikipedia"
"tt0109116"	"wikipedia"
"tt0284110"	"wikipedia"
"tt0024866"	"wikipedia"
"tt0084395"	"wikipedia"
"tt0301196"	"wikipedia"
"tt0233043"	"wikipedia"
"tt0115243"	"wikipedia"
"tt0494652"	"wikipedia"
"tt0111080"	"wikipedia"
"tt0341495"	"wikipedia"
"tt0893532"	"wikipedia"
"tt0295725"	"wikipedia"
"tt0319622"	"wikipedia"
"tt2006040"	"wikipedia"
"tt3581478"	"wikipedia"
"tt0056553"	"wikipedia"
"tt0057729"	"wikipedia"
"tt0093435"	"wikipedia"
"tt0013086"	"wikipedia"
"tt1833844"	"wikipedia"
"tt0064158"	"wikipedia"
"tt0038097"	"wikipedia"
"tt0906788"	"wikipedia"
"tt0131704"	"wikipedia"
"tt0104645"	"wikipedia"
"tt0185481"	"wikipedia"
"tt0041838"	"wikipedia"
"tt0825245"	"wikipedia"
"tt0091091"	"wikipedia"
"tt0101692"	"wikipedia"
"tt0032624"	"wikipedia"
"tt0074562"	"wikipedia"
"tt0076327"	"wikipedia"
"tt0065936"	"wikipedia"
"tt0052027"	"wikipedia"
"tt1045673"	"wikipedia"
"tt0098678"	"wikipedia"
"tt0308426"	"wikipedia"
"tt0097531"	"wikipedia"
"tt0044333"	"wikipedia"
"tt0048124"	"wikipedia"
"tt0111190"	"wikipedia"
"tt0116477"	"wikipedia"
"tt0250371"	"wikipedia"
"tt0114371"	"wikipedia"
"tt0756573"	"wikipedia"
"tt0059170"	"wikipedia"
"tt0117107"	"wikipedia"
"tt2140037"	"wikipedia"
"tt0853096"	"wikipedia"
"tt0022403"	"wikipedia"
"tt0426064"	"wikipedia"
"tt0126004"	"wikipedia"
"tt0113303"	"wikipedia"
"tt0112346"	"wikipedia"
"tt0100469"	"wikipedia"
"tt0119802"	"wikipedia"
"tt0363510"	"wikipedia"
"tt0103251"	"wikipedia"
"tt0047977"	"wikipedia"
"tt0215900"	"wikipedia"
"tt0279781"	"wikipedia"
"tt0019422"	"wikipedia"
"tt0091428"	"wikipedia"
"tt0042206"	"wikipedia"
"tt0280477"	"wikipedia"
"tt0083111"	"wikipedia"
"tt0120478"	"wikipedia"
"tt0047189"	"wikipedia"
"tt0047469"	"wikipedia"
"tt0022235"	"wikipedia"
"tt0492481"	"wikipedia"
"tt1988816"	"wikipedia"
"tt0020815"	"wikipedia"
"tt0040723"	"wikipedia"
"tt0069097"	"wikipedia"
"tt0064704"	"wikipedia"
"tt0046095"	"wikipedia"
"tt0058100"	"wikipedia"
"tt0120461"	"wikipedia"
"tt2639254"	"wikipedia"
"tt0309698"	"wikipedia"
"tt0281190"	"wikipedia"
"tt0032643"	"wikipedia"
"tt0032427"	"wikipedia"
"tt0034694"	"wikipedia"
"tt0318763"	"wikipedia"
"tt1718714"	"wikipedia"
"tt0217521"	"wikipedia"
"tt0101788"	"wikipedia"
"tt0173102"	"wikipedia"
"tt0233979"	"wikipedia"
"tt2275990"	"wikipedia"
"tt0036656"	"wikipedia"
"tt0061075"	"wikipedia"
"tt5071886"	"wikipedia"
"tt0079156"	"wikipedia"
"tt0131550"	"wikipedia"
"tt0049662"	"wikipedia"
"tt0057334"	"wikipedia"
"tt0087835"	"wikipedia"
"tt1245666"	"wikipedia"
"tt0035605"	"wikipedia"
"tt0055608"	"wikipedia"
"tt1142798"	"wikipedia"
"tt0033044"	"wikipedia"
"tt0447710"	"wikipedia"
"tt0088771"	"wikipedia"
"tt0242998"	"wikipedia"
"tt1560970"	"wikipedia"
"tt0050814"	"wikipedia"
"tt0037795"	"wikipedia"
"tt2231554"	"wikipedia"
"tt0435988"	"wikipedia"
"tt0253514"	"wikipedia"
"tt0347369"	"wikipedia"
"tt0076257"	"wikipedia"
"tt0182015"	"wikipedia"
"tt0125439"	"wikipedia"
"tt0026663"	"wikipedia"
"tt0278343"	"wikipedia"
"tt0109758"	"wikipedia"
"tt0139769"	"wikipedia"
"tt0126850"	"wikipedia"
"tt0133930"	"wikipedia"
"tt0124937"	"wikipedia"
"tt0104454"	"wikipedia"
"tt1890559"	"wikipedia"
"tt0069554"	"wikipedia"
"tt2283748"	"wikipedia"
"tt0046564"	"wikipedia"
"tt0090410"	"wikipedia"
"tt0097731"	"wikipedia"
"tt2971572"	"wikipedia"
"tt0076554"	"wikipedia"
"tt0077413"	"wikipedia"
"tt0252338"	"wikipedia"
"tt0316732"	"wikipedia"
"tt1977764"	"wikipedia"
"tt0030442"	"wikipedia"
"tt5662932"	"wikipedia"
"tt0040746"	"wikipedia"
"tt0060268"	"wikipedia"
"tt0069525"	"wikipedia"
"tt0045752"	"wikipedia"
"tt0100994"	"wikipedia"
"tt0218127"	"wikipedia"
"tt0496375"	"wikipedia"
"tt0095262"	"wikipedia"
"tt0061199"	"wikipedia"
"tt0382067"	"wikipedia"
"tt0874917"	"wikipedia"
"tt0062301"	"wikipedia"
"tt0022286"	"wikipedia"
"tt0084667"	"wikipedia"
"tt2231253"	"wikipedia"
"tt0093286"	"wikipedia"
"tt0046303"	"wikipedia"
"tt0078879"	"wikipedia"
"tt1225292"	"wikipedia"
"tt1049400"	"wikipedia"
"tt0114726"	"wikipedia"
"tt0117476"	"wikipedia"
"tt0031235"	"wikipedia"
"tt0074703"	"wikipedia"
"tt0160672"	"wikipedia"
"tt0107222"	"wikipedia"
"tt0408191"	"wikipedia"
"tt2357129"	"wikipedia"
"tt0025747"	"wikipedia"
"tt0013520"	"wikipedia"
"tt0038238"	"wikipedia"
"tt0035096"	"wikipedia"
"tt0096875"	"wikipedia"
"tt0068341"	"wikipedia"
"tt0290572"	"wikipedia"
"tt0107977"	"wikipedia"
"tt0063456"	"wikipedia"
"tt0450392"	"wikipedia"
"tt0114808"	"wikipedia"
"tt0076881"	"wikipedia"
"tt2385021"	"wikipedia"
"tt0033660"	"wikipedia"
"tt1307873"	"wikipedia"
"tt0068235"	"wikipedia"
"tt0051301"	"wikipedia"
"tt0071521"	"wikipedia"
"tt0078950"	"wikipedia"
"tt0416315"	"wikipedia"
"tt0308955"	"wikipedia"
"tt0161292"	"wikipedia"
"tt0080801"	"wikipedia"
"tt1610452"	"wikipedia"
"tt0248012"	"wikipedia"
"tt0250687"	"wikipedia"
"tt2180571"	"wikipedia"
"tt0028683"	"wikipedia"
"tt0070130"	"wikipedia"
"tt0069007"	"wikipedia"
"tt0036793"	"wikipedia"
"tt0090865"	"wikipedia"
"tt0380096"	"wikipedia"
"tt3829170"	"wikipedia"
"tt0259416"	"wikipedia"
"tt0280486"	"wikipedia"
"tt0105179"	"wikipedia"
"tt0137201"	"wikipedia"
"tt0057212"	"wikipedia"
"tt0240402"	"wikipedia"
"tt0054357"	"wikipedia"
"tt0310419"	"wikipedia"
"tt0093877"	"wikipedia"
"tt0221073"	"wikipedia"
"tt0103369"	"wikipedia"
"tt0085178"	"wikipedia"
"tt4216984"	"wikipedia"
"tt0098825"	"wikipedia"
"tt0003489"	"wikipedia"
"tt0125980"	"wikipedia"
"tt0036625"	"wikipedia"
"tt0101458"	"wikipedia"
"tt0104843"	"wikipedia"
"tt0067828"	"wikipedia"
"tt3110552"	"wikipedia"
"tt0028355"	"wikipedia"
"tt0043386"	"wikipedia"
"tt0164974"	"wikipedia"
"tt0027300"	"wikipedia"
"tt0073834"	"wikipedia"
"tt0084090"	"wikipedia"
"tt0115341"	"wikipedia"
"tt0082616"	"wikipedia"
"tt0000966"	"wikipedia"
"tt0024062"	"wikipedia"
"tt0109206"	"wikipedia"
"tt6135112"	"wikipedia"
"tt1563725"	"wikipedia"
"tt0205070"	"wikipedia"
"tt0080915"	"wikipedia"
"tt1694020"	"wikipedia"
"tt0120070"	"wikipedia"
"tt0475344"	"wikipedia"
"tt0082370"	"wikipedia"
"tt0048445"	"wikipedia"
"tt1393000"	"wikipedia"
"tt0326977"	"wikipedia"
"tt2112210"	"wikipedia"
"tt0115624"	"wikipedia"
"tt0110438"	"wikipedia"
"tt0099652"	"wikipedia"
"tt0284034"	"wikipedia"
"tt0036202"	"wikipedia"
"tt0019130"	"wikipedia"
"tt0800095"	"wikipedia"
"tt0099850"	"wikipedia"
"tt0106881"	"wikipedia"
"tt0106332"	"wikipedia"
"tt0040866"	"wikipedia"
"tt0356721"	"wikipedia"
"tt0103125"	"wikipedia"
"tt0211605"	"wikipedia"
"tt0102761"	"wikipedia"
"tt0060748"	"wikipedia"
"tt0039260"	"wikipedia"
"tt0059635"	"wikipedia"
"tt0083107"	"wikipedia"
"tt0172156"	"wikipedia"
"tt0267657"	"wikipedia"
"tt0086987"	"wikipedia"
"tt0099387"	"wikipedia"
"tt0105391"	"wikipedia"
"tt0068611"	"wikipedia"
"tt0037522"	"wikipedia"
"tt0043744"	"wikipedia"
"tt1421378"	"wikipedia"
"tt3433074"	"wikipedia"
"tt0375878"	"wikipedia"
"tt0119008"	"wikipedia"
"tt0210065"	"wikipedia"
"tt1104733"	"wikipedia"
"tt0271678"	"wikipedia"
"tt0037630"	"wikipedia"
"tt0790590"	"wikipedia"
"tt0200027"	"wikipedia"
"tt0184858"	"wikipedia"
"tt1625150"	"wikipedia"
"tt0066434"	"wikipedia"
"tt0108395"	"wikipedia"
"tt2467046"	"wikipedia"
"tt0096218"	"wikipedia"
"tt0060086"	"wikipedia"
"tt0364867"	"wikipedia"
"tt0073640"	"wikipedia"
"tt0210843"	"wikipedia"
"tt0084781"	"wikipedia"
"tt0331334"	"wikipedia"
"tt0457229"	"wikipedia"
"tt0221097"	"wikipedia"
"tt0125037"	"wikipedia"
"tt0095877"	"wikipedia"
"tt0098253"	"wikipedia"
"tt0050512"	"wikipedia"
"tt0130444"	"wikipedia"
"tt0324554"	"wikipedia"
"tt0441522"	"wikipedia"
"tt0097779"	"wikipedia"
"tt0056965"	"wikipedia"
"tt0020828"	"wikipedia"
"tt0218080"	"wikipedia"
"tt0067770"	"wikipedia"
"tt1415283"	"wikipedia"
"tt0120522"	"wikipedia"
"tt0033110"	"wikipedia"
"tt0016013"	"wikipedia"
"tt0171433"	"wikipedia"
"tt1519664"	"wikipedia"
"tt1485071"	"wikipedia"
"tt0098994"	"wikipedia"
"tt1213648"	"wikipedia"
"tt2236182"	"wikipedia"
"tt0102825"	"wikipedia"
"tt0287986"	"wikipedia"
"tt0296915"	"wikipedia"
"tt2181931"	"wikipedia"
"tt0009645"	"wikipedia"
"tt1172570"	"wikipedia"
"tt0093227"	"wikipedia"
"tt1411664"	"wikipedia"
"tt2240312"	"wikipedia"
"tt0039216"	"wikipedia"
"tt0071338"	"wikipedia"
"tt0076295"	"wikipedia"
"tt0118951"	"wikipedia"
"tt0140340"	"wikipedia"
"tt2882590"	"wikipedia"
"tt0323013"	"wikipedia"
"tt0264429"	"wikipedia"
"tt0073169"	"wikipedia"
"tt0412308"	"wikipedia"
"tt0078952"	"wikipedia"
"tt1743880"	"wikipedia"
"tt0084854"	"wikipedia"
"tt1228931"	"wikipedia"
"tt0044060"	"wikipedia"
"tt0116622"	"wikipedia"
"tt4058368"	"wikipedia"
"tt0073535"	"wikipedia"
"tt0808526"	"wikipedia"
"tt0207487"	"wikipedia"
"tt1705134"	"wikipedia"
"tt0308644"	"wikipedia"
"tt0073418"	"wikipedia"
"tt0052543"	"wikipedia"
"tt0042788"	"wikipedia"
"tt0022335"	"wikipedia"
"tt0090852"	"wikipedia"
"tt0346507"	"wikipedia"
"tt1975249"	"wikipedia"
"tt0030044"	"wikipedia"
"tt0046906"	"wikipedia"
"tt0323332"	"wikipedia"
"tt0049126"	"wikipedia"
"tt0113044"	"wikipedia"
"tt0031398"	"wikipedia"
"tt0117808"	"wikipedia"
"tt4698792"	"wikipedia"
"tt0341334"	"wikipedia"
"tt0193164"	"wikipedia"
"tt0114576"	"wikipedia"
"tt5891144"	"wikipedia"
"tt0258038"	"wikipedia"
"tt5547858"	"wikipedia"
"tt0200720"	"wikipedia"
"tt0278766"	"wikipedia"
"tt0469062"	"wikipedia"
"tt0803057"	"wikipedia"
"tt0064137"	"wikipedia"
"tt0433722"	"wikipedia"
"tt0367652"	"wikipedia"
"tt0102432"	"wikipedia"
"tt0480273"	"wikipedia"
"tt0067824"	"wikipedia"
"tt0349333"	"wikipedia"
"tt1584730"	"wikipedia"
"tt0399942"	"wikipedia"
"tt0313737"	"wikipedia"
"tt0075201"	"wikipedia"
"tt0490527"	"wikipedia"
"tt0284929"	"wikipedia"
"tt0049706"	"wikipedia"
"tt0780485"	"wikipedia"
"tt5477608"	"wikipedia"
"tt0053925"	"wikipedia"
"tt0070229"	"wikipedia"
"tt0049004"	"wikipedia"
"tt0118655"	"wikipedia"
"tt0100095"	"wikipedia"
"tt0100232"	"wikipedia"
"tt0199481"	"wikipedia"
"tt0042628"	"wikipedia"
"tt0367345"	"wikipedia"
"tt0033558"	"wikipedia"
"tt0119925"	"wikipedia"
"tt5511512"	"wikipedia"
"tt0105530"	"wikipedia"
"tt0482424"	"wikipedia"
"tt0040076"	"wikipedia"
"tt0077621"	"wikipedia"
"tt0345543"	"wikipedia"
"tt0014646"	"wikipedia"
"tt0092978"	"wikipedia"
"tt0369441"	"wikipedia"
"tt0098156"	"wikipedia"
"tt0171685"	"wikipedia"
"tt0086112"	"wikipedia"
"tt4361050"	"wikipedia"
"tt0108526"	"wikipedia"
"tt0063415"	"wikipedia"
"tt0048356"	"wikipedia"
"tt0364986"	"wikipedia"
"tt0299551"	"wikipedia"
"tt0795505"	"wikipedia"
"tt0113682"	"wikipedia"
"tt0064638"	"wikipedia"
"tt0035334"	"wikipedia"
"tt0036377"	"wikipedia"
"tt0067302"	"wikipedia"
"tt0079227"	"wikipedia"
"tt0107131"	"wikipedia"
"tt4716444"	"wikipedia"
"tt2015261"	"wikipedia"
"tt0117965"	"wikipedia"
"tt0068575"	"wikipedia"
"tt0094169"	"wikipedia"
"tt0032638"	"wikipedia"
"tt0029583"	"wikipedia"
"tt0084728"	"wikipedia"
"tt0208155"	"wikipedia"
"tt0085121"	"wikipedia"
"tt0108258"	"wikipedia"
"tt0488604"	"wikipedia"
"tt0031086"	"wikipedia"
"tt0111945"	"wikipedia"
"tt0043067"	"wikipedia"
"tt2380408"	"wikipedia"
"tt0208185"	"wikipedia"
"tt0113416"	"wikipedia"
"tt0051776"	"wikipedia"
"tt2640962"	"wikipedia"
"tt0036260"	"wikipedia"
"tt0036707"	"wikipedia"
"tt0082474"	"wikipedia"
"tt1054485"	"wikipedia"
"tt0069080"	"wikipedia"
"tt0443693"	"wikipedia"
"tt1648179"	"wikipedia"
"tt0341564"	"wikipedia"
"tt0033076"	"wikipedia"
"tt0096237"	"wikipedia"
"tt0098692"	"wikipedia"
"tt0127710"	"wikipedia"
"tt0039947"	"wikipedia"
"tt0119250"	"wikipedia"
"tt0457701"	"wikipedia"
"tt0113419"	"wikipedia"
"tt0061250"	"wikipedia"
"tt0037263"	"wikipedia"
"tt0092690"	"wikipedia"
"tt0076070"	"wikipedia"
"tt0101523"	"wikipedia"
"tt0107819"	"wikipedia"
"tt0092695"	"wikipedia"
"tt0028944"	"wikipedia"
"tt3391032"	"wikipedia"
"tt1922373"	"wikipedia"
"tt0457875"	"wikipedia"
"tt0138458"	"wikipedia"
"tt0064443"	"wikipedia"
"tt0053428"	"wikipedia"
"tt1452291"	"wikipedia"
"tt0160509"	"wikipedia"
"tt0062403"	"wikipedia"
"tt0064793"	"wikipedia"
"tt0067651"	"wikipedia"
"tt0181196"	"wikipedia"
"tt2933326"	"wikipedia"
"tt0057181"	"wikipedia"
"tt1148200"	"wikipedia"
"tt5569560"	"wikipedia"
"tt0083505"	"wikipedia"
"tt0292411"	"wikipedia"
"tt0032413"	"wikipedia"
"tt0082009"	"wikipedia"
"tt1612782"	"wikipedia"
"tt0049211"	"wikipedia"
"tt0092654"	"wikipedia"
"tt0270727"	"wikipedia"
"tt0820466"	"wikipedia"
"tt0083496"	"wikipedia"
"tt0039204"	"wikipedia"
"tt0079147"	"wikipedia"
"tt0039839"	"wikipedia"
"tt0035706"	"wikipedia"
"tt0216605"	"wikipedia"
"tt0910934"	"wikipedia"
"tt0072824"	"wikipedia"
"tt0037790"	"wikipedia"
"tt0338094"	"wikipedia"
"tt1053810"	"wikipedia"
"tt3118958"	"wikipedia"
"tt1649337"	"wikipedia"
"tt0119256"	"wikipedia"
"tt0202233"	"wikipedia"
"tt1233381"	"wikipedia"
"tt0089470"	"wikipedia"
"tt0058085"	"wikipedia"
"tt0111732"	"wikipedia"
"tt0906665"	"wikipedia"
"tt0291400"	"wikipedia"
"tt0045062"	"wikipedia"
"tt0056850"	"wikipedia"
"tt0089122"	"wikipedia"
"tt0479546"	"wikipedia"
"tt0025898"	"wikipedia"
"tt0085867"	"wikipedia"
"tt0366629"	"wikipedia"
"tt0036112"	"wikipedia"
"tt2436516"	"wikipedia"
"tt0046828"	"wikipedia"
"tt0107978"	"wikipedia"
"tt0058343"	"wikipedia"
"tt0952640"	"wikipedia"
"tt0044331"	"wikipedia"
"tt0069226"	"wikipedia"
"tt0363780"	"wikipedia"
"tt0119905"	"wikipedia"
"tt0108447"	"wikipedia"
"tt0100050"	"wikipedia"
"tt0970452"	"wikipedia"
"tt0074719"	"wikipedia"
"tt1175709"	"wikipedia"
"tt1599378"	"wikipedia"
"tt0090812"	"wikipedia"
"tt0481113"	"wikipedia"
"tt1996264"	"wikipedia"
"tt1504403"	"wikipedia"
"tt0008309"	"wikipedia"
"tt0054102"	"wikipedia"
"tt0302625"	"wikipedia"
"tt2212008"	"wikipedia"
"tt0212338"	"wikipedia"
"tt0055781"	"wikipedia"
"tt0082861"	"wikipedia"
"tt0120053"	"wikipedia"
"tt0043849"	"wikipedia"
"tt0424001"	"wikipedia"
"tt1462054"	"wikipedia"
"tt0056801"	"wikipedia"
"tt0115940"	"wikipedia"
"tt0058606"	"wikipedia"
"tt0069822"	"wikipedia"
"tt0161100"	"wikipedia"
"tt0041181"	"wikipedia"
"tt0109650"	"wikipedia"
"tt0323033"	"wikipedia"
"tt0078243"	"wikipedia"
"tt0093509"	"wikipedia"
"tt0173682"	"wikipedia"
"tt0471020"	"wikipedia"
"tt0083296"	"wikipedia"
"tt0083390"	"wikipedia"
"tt0353794"	"wikipedia"
"tt0090948"	"wikipedia"
"tt0028256"	"wikipedia"
"tt0178149"	"wikipedia"
"tt0137922"	"wikipedia"
"tt2515034"	"wikipedia"
"tt0156812"	"wikipedia"
"tt0177822"	"wikipedia"
"tt0064747"	"wikipedia"
"tt0084453"	"wikipedia"
"tt0102130"	"wikipedia"
"tt0098802"	"wikipedia"
"tt0102217"	"wikipedia"
"tt0278259"	"wikipedia"
"tt0106257"	"wikipedia"
"tt0061237"	"wikipedia"
"tt1180583"	"wikipedia"
"tt5923962"	"wikipedia"
"tt0044413"	"wikipedia"
"tt0043341"	"wikipedia"
"tt0289424"	"wikipedia"
"tt0116817"	"wikipedia"
"tt0114272"	"wikipedia"
"tt0414215"	"wikipedia"
"tt0036719"	"wikipedia"
"tt0049629"	"wikipedia"
"tt0038120"	"wikipedia"
"tt0362129"	"wikipedia"
"tt0114537"	"wikipedia"
"tt0272688"	"wikipedia"
"tt0095993"	"wikipedia"
"tt0038979"	"wikipedia"
"tt0979847"	"wikipedia"
"tt3672742"	"wikipedia"
"tt0028243"	"wikipedia"
"tt0164114"	"wikipedia"
"tt0061648"	"wikipedia"
"tt0298052"	"wikipedia"
"tt0103442"	"wikipedia"
"tt0202559"	"wikipedia"
"tt0071400"	"wikipedia"
"tt0117477"	"wikipedia"
"tt0070904"	"wikipedia"
"tt2837336"	"wikipedia"
"tt1024923"	"wikipedia"
"tt0490114"	"wikipedia"
"tt0107684"	"wikipedia"
"tt0052808"	"wikipedia"
"tt0094059"	"wikipedia"
"tt2042447"	"wikipedia"
"tt3382518"	"wikipedia"
"tt0068444"	"wikipedia"
"tt0206917"	"wikipedia"
"tt0139462"	"wikipedia"
"tt0110139"	"wikipedia"
"tt0314015"	"wikipedia"
"tt0369903"	"wikipedia"
"tt0112993"	"wikipedia"
"tt1484922"	"wikipedia"
"tt0356408"	"wikipedia"
"tt0117959"	"wikipedia"
"tt4016454"	"wikipedia"
"tt0074238"	"wikipedia"
"tt5621890"	"wikipedia"
