"imdb_id"	"title"	"tags"
"tt0033727"	"Mr. Bug Goes to Town"	"cult, mystery"
"tt0086489"	"Twice Upon a Time"	"psychedelic, sci-fi"
"tt0093175"	"Hello Again"	"romantic"
"tt0271263"	"Eight Crazy Nights"	"humor, flashback"
"tt0021486"	"Top Speed"	"romantic"
"tt0405034"	"Ico"	"psychedelic, fantasy"
"tt0090568"	"8 Million Ways to Die"	"neo noir, murder"
"tt4338154"	"Hawaizaada"	"romantic"
"tt0116683"	"James and the Giant Peach"	"cult, fantasy, psychedelic, sadist"
"tt1263679"	"Firaaq"	"tragedy"
"tt0160399"	"Impostor"	"anti war, murder, flashback"
"tt2722728"	"Infamous: Second Son"	"murder"
"tt0106753"	"Doppelganger"	"good versus evil, cult, murder, plot twist"
"tt2375779"	"Wrong Turn 5: Bloodlines"	"violence"
"tt0121352"	"Henna"	"tragedy, romantic"
"tt0106559"	"Ching se"	"allegory, cult, psychedelic"
"tt1046894"	"Black Widow"	"murder"
"tt2965466"	"Last Shift"	"paranormal, cult, haunting"
"tt0082346"	"Evilspeak"	"cult, revenge, grindhouse film, violence"
"tt0758751"	"Grey Gardens"	"sentimental"
"tt0188453"	"Birthday Girl"	"flashback, home movie"
"tt0117039"	"Michael Collins"	"revenge, historical, murder, violence, romantic"
"tt0142239"	"Doragon bôru Z: Kiken na Futari! Sûpâ senshi wa Nemurenai"	"violence"
"tt0081147"	"Meera"	"tragedy"
"tt0015758"	"Don Q Son of Zorro"	"good versus evil, romantic, action, flashback"
"tt1150934"	"Anacondas 4: Trail of Blood"	"flashback"
"tt0309912"	"Nicholas Nickleby"	"cruelty, intrigue, flashback, romantic, melodrama, tragedy, revenge"
"tt0053902"	"Heller in Pink Tights"	"romantic"
"tt0088885"	"The Care Bears Movie"	"good versus evil, revenge, storytelling, romantic"
"tt0102484"	"Murder in New Hampshire: The Pamela Wojas Smart Story"	"murder"
"tt0841032"	"The Perfect Holiday"	"romantic, prank"
"tt1375710"	"El Dorado"	"murder"
"tt0036860"	"Gents Without Cents"	"comedy"
"tt0102103"	"Impromptu"	"violence"
"tt0087692"	"The Master of Ballantrae"	"action"
"tt0805619"	"Stir of Echoes: The Homecoming"	"murder, flashback"
"tt0102951"	"Soapdish"	"revenge, comedy, satire, melodrama"
"tt0029118"	"The Last Gangster"	"revenge, depressing, murder"
"tt0119731"	"Murder at 1600"	"suspenseful, neo noir, murder, violence"
"tt0026921"	"Remember Last Night?"	"murder"
"tt0063297"	"A Midsummer Night's Dream"	"psychedelic, fantasy, romantic"
"tt0067601"	"The Possession of Joel Delaney"	"violence, murder, flashback"
"tt1711478"	"In Harm's Way"	"revenge, suspenseful, violence"
"tt0082361"	"Der Fan"	"pornographic, murder"
"tt0091647"	"Nomads"	"paranormal, cult, psychological, murder, flashback"
"tt0120530"	"Wong fei hung VI: Sai wik hung see"	"cult"
"tt0346293"	"Hitler: The Rise of Evil"	"violence"
"tt0213117"	"The Neverhood"	"psychedelic"
"tt0050481"	"The Halliday Brand"	"murder, flashback"
"tt0861350"	"Header"	"cult"
"tt1994577"	"The Pastor's Wife"	"murder"
"tt0242994"	"Va savoir"	"absurd, intrigue, romantic"
"tt0266452"	"Death to Smoochy"	"comedy, murder, cult, flashback, psychedelic, satire, revenge"
"tt0076299"	"The Last Wave"	"psychedelic, mystery, murder, atmospheric"
"tt1649444"	"[Rec]³: Génesis"	"violence, comedy"
"tt0117473"	"The Rich Man's Wife"	"murder"
"tt0073896"	"White Line Fever"	"violence"
"tt2309021"	"We Are What We Are"	"dramatic, horror, atmospheric"
"tt1038023"	"Ghost Rider"	"violence"
"tt0368343"	"Three Way"	"romantic, neo noir, murder, flashback"
"tt0100133"	"Memphis Belle"	"comedy, historical, realism, flashback"
"tt0083701"	"Bugs Bunny's 3rd Movie: 1001 Rabbit Tales"	"storytelling"
"tt1988591"	"Death Race: Inferno"	"violence, murder"
"tt0232960"	"Woh Kaun Thi?"	"suspenseful, murder, romantic"
"tt0117991"	"Twelfth Night or What You Will"	"romantic, flashback"
"tt1442449"	"Spartacus: Blood and Sand"	"violence, revenge, murder, historical fiction"
"tt0035979"	"Heaven Can Wait"	"prank, flashback"
"tt0076591"	"Race for Your Life, Charlie Brown"	"psychedelic"
"tt0038356"	"The Big Snooze"	"psychedelic"
"tt0062229"	"Le samouraï"	"murder, violence, atmospheric, claustrophobic, romantic, suspenseful"
"tt0087903"	"Gwendoline"	"cult"
"tt0080741"	"Fist of Fear, Touch of Death"	"blaxploitation, cult, grindhouse film, satire"
"tt0858492"	"Vikramarkudu"	"violence"
"tt0038233"	"Wagon Heels"	"psychedelic"
"tt0082562"	"Innamorato pazzo"	"romantic"
"tt0143016"	"The Zodiac Killer"	"violence, cult, cruelty, murder, sadist"
"tt0094017"	"The Spirit"	"cult"
"tt0113633"	"Bullet to Beijing"	"intrigue, murder"
"tt1308138"	"Hua Mulan"	"violence, murder, romantic"
"tt0454776"	"Amazing Grace"	"historical, flashback"
"tt1133993"	"Serious Moonlight"	"romantic, comedy"
"tt0019823"	"Disraeli"	"historical"
"tt0324865"	"Kingpin"	"murder"
"tt0029284"	"My Favorite Wife"	"comedy"
"tt0334754"	"Yossi & Jagger"	"tragedy, romantic, sentimental"
"tt0035575"	"Yankee Doodle Dandy"	"melodrama, flashback"
"tt0053980"	"Kala Bazar"	"romantic"
"tt3121332"	"Nasty Baby"	"murder"
"tt0058257"	"Kashmir Ki Kali"	"romantic"
"tt0471571"	"Athadu"	"murder, flashback"
"tt0043726"	"The Late Edwina Black"	"murder"
"tt0119931"	"Standoff"	"cult, flashback"
"tt0099039"	"Angel Town"	"revenge, murder, violence"
"tt0222545"	"Dead of Night"	"paranormal"
"tt0104549"	"Jennifer Eight"	"murder"
"tt0274659"	"Mermaid Chronicles Part 1: She Creature"	"flashback"
"tt0052713"	"The Crimson Kimono"	"cult, suspenseful, neo noir, murder, violence"
"tt1034306"	"Dorothy Mills"	"psychedelic, flashback"
"tt1206585"	"Winx Club: Il segreto del Regno Perduto"	"fantasy"
"tt0114533"	"Terminal Voyage"	"sci-fi"
"tt0060218"	"Cast a Giant Shadow"	"cult, historical, murder, violence, flashback"
"tt0304262"	"Katakuri-ke no kôfuku"	"absurd, psychedelic, comedy, flashback"
"tt1316554"	"Kuroshitsuji"	"psychedelic, murder"
"tt0369610"	"Jurassic World"	"violence, satire"
"tt0154683"	"Jigoku"	"revenge, psychedelic, violence"
"tt0186804"	"Aftershock: Earthquake in New York"	"tragedy"
"tt0113071"	"First Knight"	"romantic, murder, flashback"
"tt1826691"	"Homefront"	"violence"
"tt0029656"	"They Gave Him a Gun"	"murder"
"tt1753813"	"Les adieux à la reine"	"violence"
"tt0092655"	"Big Shots"	"murder"
"tt0482629"	"The Ultimate Gift"	"inspiring"
"tt2763304"	"T2 Trainspotting"	"revenge, flashback"
"tt0097635"	"Jésus de Montréal"	"comedy"
"tt0108171"	"Sniper"	"suspenseful, violence"
"tt3290276"	"Jailbait"	"violence, murder"
"tt1456941"	"Tomorrow, When the War Began"	"violence, action, murder, romantic"
"tt1305562"	"Psychoville"	"absurd, humor, comedy"
"tt0041809"	"Riders of the Whistling Pines"	"murder"
"tt0110944"	"Rapa Nui"	"historical, murder"
"tt0222020"	"Mach 2"	"violence"
"tt0234652"	"Sanctimony"	"murder"
"tt1699199"	"Thor: God of Thunder"	"good versus evil, violence"
"tt0030293"	"Joy of Living"	"comedy"
"tt0110889"	"Priest"	"brainwashing, romantic, queer, entertaining, flashback"
"tt0449951"	"Ghajini"	"revenge, murder, flashback"
"tt0108174"	"So I Married an Axe Murderer"	"comedy, murder, cult, insanity, psychedelic, romantic, entertaining"
"tt0064155"	"Charro!"	"cult, violence"
"tt1843221"	"Nadunisi Naaygal"	"violence, murder"
"tt0490086"	"Big Stan"	"humor"
"tt0064055"	"The Babysitter"	"cult"
"tt0246674"	"Harikrishnans"	"murder"
"tt0273923"	"Orange County"	"flashback"
"tt0038300"	"Angel on My Shoulder"	"revenge, romantic"
"tt0119123"	"Fire Down Below"	"violence, flashback"
"tt0238924"	"The Dangerous Lives of Altar Boys"	"revenge, cruelty, romantic, prank"
"tt0287262"	"Presença de Anita"	"murder"
"tt4468634"	"Certain Women"	"romantic"
"tt0071773"	"Lost in the Stars"	"murder"
"tt0301390"	"The Heart of Me"	"romantic, flashback"
"tt0116422"	"Glory Daze"	"romantic"
"tt0094037"	"Stewardess School"	"pornographic"
"tt0072284"	"Three the Hard Way"	"violence, murder"
"tt0268397"	"Jimmy Neutron: Boy Genius"	"comedy, violence, comic"
"tt0118957"	"Deewana Mastana"	"romantic"
"tt0142244"	"Doragon bôru Z: Sûpâ saiyajin da Son Gokû"	"good versus evil, violence"
"tt0097136"	"Cutting Class"	"revenge, mystery, murder, violence"
"tt0036443"	"Titanic"	"intrigue"
"tt0115140"	"Cold Lazarus"	"sci-fi"
"tt0074384"	"Death at Love House"	"paranormal"
"tt3121860"	"Backtrack"	"paranormal"
"tt0117774"	"The Substitute"	"violence, humor, comedy, murder, revenge"
"tt1595656"	"To the Wonder"	"boring"
"tt0060261"	"I crudeli"	"western, cult, revenge, violence"
"tt2091384"	"Panjaa"	"romantic, murder"
"tt0156934"	"Random Hearts"	"violence"
"tt0317198"	"Bridget Jones: The Edge of Reason"	"absurd, comedy, psychedelic"
"tt0210061"	"Final Fantasy VI"	"good versus evil, insanity, tragedy"
"tt0120728"	"The Last Days of Disco"	"clever"
"tt0245562"	"Windtalkers"	"cult, suspenseful, murder, violence, flashback"
"tt2196844"	"American Burger"	"comedy, murder, violence, flashback"
"tt0106455"	"Boiling Point"	"violence, neo noir, murder"
"tt2802850"	"Fargo"	"violence, dark, murder"
"tt0110186"	"Jason's Lyric"	"violence, flashback"
"tt0028181"	"Ride, Ranger, Ride"	"romantic, murder"
"tt0217629"	"Looking for Alibrandi"	"romantic"
"tt0434008"	"Hak se wui"	"violence, comedy, murder"
"tt0075675"	"Der amerikanische Freund"	"bleak, cult, neo noir, murder"
"tt0785035"	"Ong-bak 2"	"cult, revenge, boring, violence, flashback"
"tt0038152"	"Tee for Two"	"psychedelic"
"tt0465436"	"December Boys"	"dramatic, boring"
"tt4294444"	"Deep Six"	"gothic"
"tt0054428"	"The Unforgiven"	"revenge"
"tt0313021"	"Der Wixxer"	"murder"
"tt0030709"	"The Saint in New York"	"murder"
"tt0447590"	"Honô no mirâju"	"romantic"
"tt1014763"	"Child 44"	"violence, revenge, murder, sadist, flashback"
"tt0128801"	"Under Wraps"	"horror"
"tt1925435"	"Frankenstein's Army"	"violence, sci-fi"
"tt0000091"	"Le manoir du diable"	"paranormal, gothic"
"tt0090500"	"Pee-wee's Playhouse"	"psychedelic"
"tt0143039"	"The Genie from Down Under 2"	"psychedelic"
"tt0014142"	"The Hunchback of Notre Dame"	"insanity, flashback, murder, romantic, melodrama"
"tt0806027"	"Blood: The Last Vampire"	"paranormal, revenge, murder, violence, flashback"
"tt0481459"	"The Virgin Queen"	"historical fiction"
"tt0199683"	"Kikujirô no natsu"	"psychedelic"
"tt0087359"	"Grandview, U.S.A."	"revenge"
"tt0297721"	"Riri Shushu no subete"	"violence, cult, murder, sadist, flashback"
"tt1059925"	"Greta"	"romantic, boring"
"tt0038455"	"The Dark Mirror"	"good versus evil, murder"
"tt1827512"	"Le gamin au vélo"	"revenge"
"tt1945044"	"Exeter"	"insanity, revenge, murder"
"tt1278469"	"Temple Grandin"	"inspiring, psychedelic, cruelty, romantic, flashback"
"tt0058331"	"Mary Poppins"	"cute, humor, psychedelic, entertaining, sentimental"
"tt0075796"	"California"	"western, revenge, violence"
"tt1230165"	"Rock On!!"	"cult, flashback"
"tt5022680"	"All Hallows' Eve 2"	"dark, murder, violence"
"tt0806203"	"Carriers"	"dark, cruelty, murder, violence, flashback, action, suspenseful, home movie"
"tt0119272"	"Heaven's Burning"	"revenge, cult, murder, romantic"
"tt0130121"	"Mickey Blue Eyes"	"violence, comedy, satire"
"tt1595833"	"Babycall"	"murder"
"tt0266391"	"The Cat's Meow"	"romantic, satire, murder"
"tt0112611"	"Cafe Society"	"romantic, neo noir, storytelling"
"tt0107247"	"Jack the Bear"	"flashback"
"tt0097714"	"Last Exit to Brooklyn"	"realism"
"tt0085370"	"Coup de foudre"	"autobiographical, murder"
"tt0441324"	"Jerry Springer: The Opera"	"paranormal"
"tt0089500"	"The Long Hot Summer"	"murder"
"tt4159182"	"La dame dans l'auto avec des lunettes et un fusil"	"murder"
"tt0469287"	"Call of Duty 2"	"violence"
"tt0356302"	"Stuart Little"	"psychedelic"
"tt0051492"	"Count Five and Die"	"tragedy, murder"
"tt0092112"	"Trick or Treat"	"good versus evil, revenge, cult, violence"
"tt0157016"	"Seul contre tous"	"revenge, dark, violence, flashback"
"tt0100594"	"The Sheltering Sky"	"romantic, autobiographical, philosophical"
"tt0477065"	"Pirates of the Great Salt Lake"	"plot twist"
"tt0325733"	"Was nützt die Liebe in Gedanken"	"revenge, murder, romantic, flashback"
"tt0390418"	"The Raspberry Reich"	"psychedelic, avant garde, satire, flashback"
"tt0841027"	"Magicians"	"comedy, entertaining"
"tt0109045"	"The Adventures of Priscilla, Queen of the Desert"	"comedy, sentimental, cult, flashback, humor, queer"
"tt0109303"	"Blown Away"	"suspenseful, violence, cult, flashback, good versus evil, action, revenge"
"tt2241047"	"Betrayal"	"revenge, violence, romantic"
"tt1854513"	"Blancanieves"	"cruelty, murder"
"tt0063557"	"The Scalphunters"	"cult, satire, violence"
"tt0049233"	"Friendly Persuasion"	"comedy, murder, romantic"
"tt1405500"	"For Colored Girls"	"romantic"
"tt4392770"	"Always Shine"	"psychological"
"tt0045003"	"The Outcasts of Poker Flat"	"murder, sadist"
"tt0110706"	"Oblivion"	"cult"
"tt0282396"	"Bring Me the Head of Charlie Brown"	"cult, psychedelic, violence"
"tt0043448"	"Danger Zone"	"murder"
"tt0103976"	"City of Joy"	"violence"
"tt0042176"	"711 Ocean Drive"	"murder"
"tt0100637"	"The Sleeping Car"	"psychedelic, murder, flashback"
"tt0108909"	"RoboCop"	"satire, sci-fi"
"tt0050732"	"Mucho Mouse"	"psychedelic"
"tt0089243"	"Gymkata"	"violence"
"tt1161646"	"Gingerdead Man 2: Passion of the Crust"	"comedy, murder, violence"
"tt0040507"	"Kidnapped"	"action"
"tt0096289"	"Torch Song Trilogy"	"romantic, autobiographical"
"tt0070842"	"Turks fruit"	"murder, flashback"
"tt0280671"	"Final Score"	"violence"
"tt0024368"	"Mystery of the Wax Museum"	"violence, murder"
"tt0037243"	"The San Antonio Kid"	"comedy"
"tt0377084"	"Ladies in Lavender"	"romantic, flashback"
"tt3704538"	"V/H/S Viral"	"paranormal, violence, murder, flashback"
"tt1078931"	"Sick Girl"	"revenge, murder"
"tt1276419"	"En kongelig affære"	"insanity"
"tt0025907"	"Treasure Island"	"action, murder"
"tt1015475"	"Transformers: The Game"	"violence"
"tt0065832"	"Hercules in New York"	"good versus evil, cult, violence"
"tt1202222"	"Lies & Illusions"	"murder"
"tt0084099"	"Human Highway"	"psychedelic, comedy"
"tt0274166"	"Johnny English"	"violence, comedy, humor, comic"
"tt0053341"	"Ten Seconds to Hell"	"violence, philosophical, romantic"
"tt1181614"	"Wuthering Heights"	"tragedy"
"tt0826776"	"Cthulhu"	"cult"
"tt0028345"	"Tarzan Escapes"	"murder"
"tt0029345"	"On the Avenue"	"romantic"
"tt1975159"	"Flight 7500"	"mystery, horror"
"tt0384222"	"Jak II"	"good versus evil"
"tt1273658"	"Elevator"	"suspenseful"
"tt0089312"	"Hurlevent"	"romantic"
"tt0085033"	"Inspector Gadget"	"psychedelic"
"tt0116401"	"Generation X"	"good versus evil, insanity, psychedelic"
"tt0118460"	"The Shining"	"insanity, murder, haunting, flashback"
"tt4191054"	"Strange Magic"	"fantasy"
"tt0248667"	"Ali"	"violence, murder"
"tt0037303"	"The Spider Woman"	"murder"
"tt0098967"	"3-4 x jûgatsu"	"violence, revenge, comedy, murder, sadist"
"tt0096073"	"The Seventh Sign"	"cult, murder"
"tt5033000"	"Jaws 19"	"violence, murder"
"tt0326672"	"Chobits"	"psychedelic, romantic"
"tt0060661"	"The Man Called Flintstone"	"psychedelic, alternate history"
"tt0267563"	"Hybrid"	"depressing"
"tt2275656"	"Star Wars: Threads of Destiny"	"revenge, flashback"
"tt0063811"	"Will Penny"	"revenge, violence"
"tt2375692"	"Black Sails"	"action, historical fiction"
"tt0293815"	"Friday After Next"	"revenge, flashback"
"tt2486678"	"5 to 7"	"romantic"
"tt0317042"	"One Point O"	"sci-fi"
"tt0371060"	"Pajama Sam 3: You Are What You Eat from Your Head to Your Feet"	"psychedelic"
"tt3703908"	"Standoff"	"neo noir, murder, violence, suicidal, flashback, tragedy, suspenseful, sadist"
"tt0054416"	"The Two Faces of Dr. Jekyll"	"revenge, satire, murder, gothic"
"tt0034370"	"The Wagons Roll at Night"	"romantic"
"tt0417299"	"Avatar: The Last Airbender"	"good versus evil, psychedelic, violence"
"tt0041699"	"Nora inu"	"bleak, suspenseful, murder, atmospheric, flashback"
"tt0362808"	"Koroshiya 1: The Animation Episode 0"	"violence"
"tt0302640"	"The Hot Chick"	"comedy, humor, adult comedy"
"tt0043086"	"Under the Gun"	"murder"
"tt0058414"	"Nothing But a Man"	"romantic, melodrama"
"tt0762114"	"License to Wed"	"romantic, cute, entertaining"
"tt0028313"	"The Story of Louis Pasteur"	"inspiring, historical"
"tt1017442"	"House of Usher"	"pornographic, murder, flashback"
"tt1998407"	"Uncharted: Golden Abyss"	"violence, humor, murder, romantic"
"tt0450982"	"Barbie: Fairytopia"	"fantasy"
"tt0089922"	"The Ripper"	"paranormal, violence, murder"
"tt0060944"	"Le scandale"	"violence, neo noir, murder"
"tt0056243"	"Mix Me a Person"	"murder"
"tt0023285"	"Number Seventeen"	"suspenseful, murder"
"tt4698684"	"Hunt for the Wilderpeople"	"comedy"
"tt0096543"	"Beetlejuice"	"fantasy"
"tt0120867"	"Jerry and Tom"	"comedy, humor, flashback"
"tt3343136"	"Sleeping Beauty"	"fantasy"
"tt0918627"	"The Cook"	"violence, cult, comedy, murder, adult comedy"
"tt0040543"	"Loaded Pistols"	"murder"
"tt0168462"	"Angel on My Shoulder"	"suicidal"
"tt0164961"	"Vidocq"	"dark, murder, cult, atmospheric, flashback, sci-fi"
"tt0304722"	"Skinned Deep"	"violence"
"tt0281919"	"How to Make a Monster"	"violence"
"tt0357718"	"Halo 2"	"good versus evil, violence, humor"
"tt0049652"	"The Rack"	"brainwashing"
"tt0060714"	"Morgan: A Suitable Case for Treatment"	"insanity, cult, psychedelic, satire"
"tt1716753"	"Monster Brawl"	"violence"
"tt0027439"	"Charlie Chan at the Circus"	"mystery, murder"
"tt0026854"	"The Passing of the Third Floor Back"	"paranormal"
"tt0048613"	"Shree 420"	"romantic"
"tt0055913"	"Divorzio all'italiana"	"revenge, comedy, murder, humor"
"tt0035567"	"Woman of the Year"	"comedy"
"tt0035078"	"The Moon and Sixpence"	"avant garde, flashback"
"tt1954470"	"Gangs of Wasseypur"	"mystery, murder, cult, violence, action, revenge, entertaining"
"tt0051297"	"Naked City"	"violence, murder"
"tt0480002"	"Sharpe's Challenge"	"violence, action, flashback"
"tt0035713"	"Captive Wild Woman"	"murder, sadist"
"tt0191915"	"Cord"	"melodrama, insanity, suspenseful, murder, flashback"
"tt0106233"	"Airborne"	"comedy"
"tt0103564"	"Tequila and Bonetti"	"comedy, murder"
"tt0878695"	"Murder Party"	"cult, satire, murder, violence, romantic"
"tt0008119"	"The Hostage"	"satire"
"tt2071475"	"Hitman: Absolution"	"violence"
"tt0039320"	"Dick Tracy Meets Gruesome"	"cult, murder, violence"
"tt2095568"	"All Things to All Men"	"mystery"
"tt0255819"	"Baby Boy"	"murder"
"tt1270850"	"The Waiting City"	"romantic"
"tt0187819"	"Doug's 1st Movie"	"psychedelic"
"tt4836846"	"Midnight Sun"	"murder"
"tt0051009"	"The Steel Bayonet"	"violence"
"tt0070833"	"Trick Baby"	"blaxploitation"
"tt0098219"	"Romero"	"avant garde, cruelty, murder, violence, christian film, tragedy, suspenseful, sadist"
"tt0051136"	"The Unholy Wife"	"murder"
"tt0114057"	"Othello"	"tragedy, revenge, intrigue, murder, romantic"
"tt0045680"	"The Desert Song"	"violence"
"tt0180037"	"Paperback Hero"	"romantic"
"tt0160127"	"Charlie's Angels"	"whimsical, violence, satire, entertaining, murder"
"tt0291833"	"Cradle of Fear"	"violence, revenge, gothic, murder, sadist"
"tt0056556"	"Taras Bulba"	"violence"
"tt1543024"	"Left 4 Dead 2"	"violence"
"tt0024679"	"Tomorrow at Seven"	"suspenseful, murder"
"tt0405061"	"Gin gwai 2"	"revenge"
"tt0058534"	"Roustabout"	"romantic"
"tt0250469"	"Killjoy"	"revenge"
"tt0093980"	"Sister, Sister"	"gothic, murder"
"tt2312262"	"Dick Figures: The Movie"	"allegory, flashback"
"tt0081595"	"A Tale of Two Cities"	"romantic"
"tt0070935"	"Yaadon Ki Baaraat"	"revenge, murder, romantic"
"tt0098188"	"Renegades"	"comedy, suspenseful, neo noir, murder, cult, violence, revenge"
"tt2866360"	"Coherence"	"mystery, dramatic, alternate reality, psychological"
"tt0942896"	"Mosaic"	"good versus evil, psychedelic, violence, romantic"
"tt0045653"	"Cow Country"	"murder"
"tt0088485"	"Bleak House"	"romantic, murder"
"tt0117918"	"Tin Cup"	"romantic"
"tt1621446"	"The Task"	"paranormal, plot twist, murder, haunting"
"tt1468829"	"Cherry Tree Lane"	"revenge, sadist"
"tt0042619"	"Journal d'un curé de campagne"	"bleak"
"tt0054230"	"The Rat Race"	"romantic"
"tt0092105"	"Tough Guys"	"violence"
"tt0043040"	"This Side of the Law"	"violence, murder"
"tt1242530"	"What's Your Raashee?"	"prank"
"tt0083530"	"Airplane II: The Sequel"	"entertaining, flashback"
"tt0384819"	"Azumi"	"revenge, murder, violence, romantic"
"tt0036926"	"Home in Indiana"	"romantic"
"tt1327935"	"Maniac Cop"	"revenge, murder, violence"
"tt2146960"	"Vazhakku Enn 18/9"	"romantic"
"tt0297162"	"Half Past Dead"	"violence, comedy, murder, flashback"
"tt1322987"	"Senjo no Varukyuria: Garian keronikeruzu"	"tragedy"
"tt0377981"	"Gnomeo & Juliet"	"revenge"
"tt0051658"	"Gigi"	"romantic"
"tt0046451"	"Touchez pas au grisbi"	"bleak, violence, suspenseful, murder, romantic"
"tt0051874"	"La llorona"	"murder"
"tt0353324"	"The Crow: Wicked Prayer"	"comedy, suspenseful, gothic, murder, neo noir, paranormal, cult, violence, flashback, good versus evil, insanity, psychedelic, humor, romantic, tragedy, revenge, sadist"
"tt1555747"	"Fubar II"	"satire"
"tt0044851"	"Lost in Alaska"	"suicidal"
"tt0043554"	"Fort Defiance"	"revenge"
"tt0084591"	"Reuben, Reuben"	"romantic"
"tt1774580"	"Splatterhouse"	"violence, comedy"
"tt0326862"	"Eternal Darkness: Sanity's Requiem"	"insanity, cult, murder"
"tt0145600"	"Brave New World"	"satire, sci-fi"
"tt0038007"	"The Purple Monster Strikes"	"mystery, murder"
"tt0114885"	"Waiting to Exhale"	"revenge"
"tt0026742"	"Murder in the Fleet"	"revenge, murder, romantic"
"tt0423195"	"Sigaw"	"haunting"
"tt0038477"	"The Diary of a Chambermaid"	"romantic, murder"
"tt0092637"	"The Belly of an Architect"	"tragedy, psychedelic"
"tt0046387"	"The Sword and the Rose"	"cult, action"
"tt0050549"	"Island in the Sun"	"violence, murder"
"tt0039093"	"Walky Talky Hawky"	"psychedelic"
"tt0092240"	"The Wraith"	"violence, revenge, cult, murder, romantic"
"tt0038959"	"So Goes My Love"	"flashback"
"tt0114148"	"Pocahontas"	"tragedy, romantic"
"tt1830786"	"Rascals"	"romantic"
"tt0103435"	"Hangin' with Mr. Cooper"	"humor"
"tt0037595"	"Christmas in Connecticut"	"romantic"
"tt0023382"	"Red Dust"	"romantic"
"tt0487037"	"Mammoth"	"flashback"
"tt0995863"	"Rest Stop: Don't Look Back"	"violence"
"tt0057298"	"McLintock!"	"cult, comic"
"tt0037136"	"None Shall Escape"	"flashback"
"tt0024852"	"Babes in Toyland"	"good versus evil, fantasy, entertaining"
"tt0104782"	"Léolo"	"insanity, psychedelic, dark"
"tt0035738"	"Cinderella Swings It"	"philosophical"
"tt0029310"	"Night Must Fall"	"murder"
"tt0047001"	"From A to Z-Z-Z-Z"	"psychedelic"
"tt1686782"	"Love & Distrust"	"romantic"
"tt0443496"	"Edmond"	"murder, cult, philosophical, violence"
"tt0109116"	"Andaz"	"prank"
"tt0284110"	"Fainaru fantajî X"	"good versus evil, psychedelic, plot twist, romantic"
"tt0024866"	"Beauty and the Beast"	"fantasy"
"tt0084395"	"Class Reunion"	"murder, prank"
"tt0301196"	"Die Hard"	"good versus evil, suspenseful, violence"
"tt0233043"	"Destinos: An Introduction to Spanish"	"melodrama, flashback"
"tt0115243"	"Lexx: The Dark Zone"	"psychedelic, comedy, gothic, humor"
"tt0494652"	"Welcome Home, Roscoe Jenkins"	"flashback"
"tt0111080"	"Savate"	"violence, flashback"
"tt0341495"	"Chek law dak gung"	"violence, revenge, murder, romantic, flashback"
"tt0893532"	"Kill Theory"	"revenge, murder, violence"
"tt0295725"	"Time Changer"	"christian film"
"tt0319622"	"Kaakki Sattai"	"revenge, murder"
"tt2006040"	"A Fantastic Fear of Everything"	"comedy, horror, psychedelic, entertaining"
"tt3581478"	"Heidi"	"haunting"
"tt0056553"	"Tall in the Trap"	"psychedelic"
"tt0057729"	"The Addams Family"	"comedy, horror, gothic"
"tt0093435"	"Lung foo fong wan"	"cult, neo noir, murder, violence, romantic"
"tt0013086"	"Dr. Mabuse, der Spieler"	"paranormal, cult"
"tt1833844"	"Berberian Sound Studio"	"insanity, psychedelic, horror, psychological, atmospheric"
"tt0064158"	"Che!"	"melodrama, violence, avant garde, murder, flashback"
"tt0038097"	"Son of Lassie"	"murder"
"tt0906788"	"Zombies! Zombies! Zombies!"	"violence"
"tt0131704"	"The Adventures of Rocky & Bullwinkle"	"satire"
"tt0104645"	"Kshatriya"	"murder"
"tt0185481"	"Meikyû monogatari"	"paranormal"
"tt0041838"	"Samson and Delilah"	"good versus evil, revenge, murder, violence"
"tt0825245"	"Dragonlance: Dragons of Autumn Twilight"	"cult"
"tt0091091"	"Foo gwai lit che"	"violence"
"tt0101692"	"Death in Brunswick"	"comedy"
"tt0032624"	"If I Had My Way"	"home movie"
"tt0074562"	"Gable and Lombard"	"tragedy, romantic"
"tt0076327"	"Looking for Mr. Goodbar"	"murder"
"tt0065936"	"Kati Patang"	"romantic"
"tt0052027"	"The Old Man and the Sea"	"flashback"
"tt1045673"	"Wasteland"	"revenge, murder"
"tt0098678"	"Worth Winning"	"romantic"
"tt0308426"	"Jak and Daxter: The Precursor Legacy"	"good versus evil"
"tt0097531"	"How to Get Ahead in Advertising"	"comedy, dark, insanity, absurd, psychedelic, satire"
"tt0044333"	"Against All Flags"	"action"
"tt0048124"	"The Glass Slipper"	"fantasy"
"tt0111190"	"Il silenzio dei prosciutti"	"murder"
"tt0116477"	"Hamlet"	"murder, dramatic, insanity, romantic, tragedy, revenge"
"tt0250371"	"The Other Side of Heaven"	"romantic"
"tt0114371"	"Search and Destroy"	"satire"
"tt0756573"	"October Road"	"flashback"
"tt0059170"	"Faster, Pussycat! Kill! Kill!"	"pornographic, comedy, grindhouse film, murder, cult, violence, atmospheric"
"tt0117107"	"Mulholland Falls"	"cult, neo noir, murder"
"tt2140037"	"Jane Got a Gun"	"revenge, suspenseful, murder, violence, flashback"
"tt0853096"	"Death of a President"	"anti war, revenge, alternate reality, murder, violence"
"tt0022403"	"Smart Money"	"revenge"
"tt0426064"	"Kidnapped"	"murder"
